"CODGEO","nom_commune","pop_tot","year_data"
"01068","Cerdon",764,2014
"01069","Certines",1466,2014
"01071","Cessy",4797,2014
"01072","Ceyzériat",3068,2014
"01073","Ceyzérieu",1007,2014
"01074","Chalamont",2408,2014
"01075","Chaleins",1234,2014
"01076","Chaley",151,2014
"01077","Challes-la-Montagne",185,2014
"01078","Challex",1377,2014
"01079","Champagne-en-Valromey",821,2014
"01080","Champdor-Corcelles",669,2014
"01081","Champfromier",730,2014
"01082","Chanay",648,2014
"01083","Chaneins",864,2014
"01084","Chanoz-Châtenay",780,2014
"01085","La Chapelle-du-Châtelard",379,2014
"01087","Charix",284,2014
"01088","Charnoz-sur-Ain",931,2014
"01089","Château-Gaillard",1999,2014
"01090","Châtenay",332,2014
"01092","Châtillon-la-Palud",1568,2014
"01093","Châtillon-sur-Chalaronne",4956,2014
"01094","Chavannes-sur-Reyssouze",746,2014
"01095","Nivigne et Suran",795,2014
"01096","Chaveyriat",993,2014
"01098","Chazey-Bons",1010,2014
"01099","Chazey-sur-Ain",1530,2014
"01100","Cheignieu-la-Balme",139,2014
"01101","Chevillard",157,2014
"01102","Chevroux",957,2014
"01103","Chevry",1459,2014
"01104","Chézery-Forens",461,2014
"01105","Civrieux",1489,2014
"01106","Cize",173,2014
"01107","Cleyzieu",136,2014
"01108","Coligny",1198,2014
"01109","Collonges",2163,2014
"01110","Colomieu",130,2014
"01111","Conand",118,2014
"01112","Condamine",416,2014
"01113","Condeissiat",828,2014
"01114","Confort",563,2014
"01115","Confrançon",1326,2014
"01116","Contrevoz",508,2014
"01117","Conzieu",147,2014
"01118","Corbonod",1236,2014
"01121","Corlier",113,2014
"01123","Cormoranche-sur-Saône",1089,2014
"01124","Cormoz",665,2014
"01125","Corveissiat",619,2014
"01127","Courmangoux",508,2014
"01128","Courtes",291,2014
"01129","Crans",266,2014
"01130","Bresse Vallons",2234,2014
"01133","Cressin-Rochefort",384,2014
"01134","Crottet",1719,2014
"01135","Crozet",2086,2014
"01136","Cruzilles-lès-Mépillat",832,2014
"01138","Culoz",3029,2014
"01139","Curciat-Dongalon",451,2014
"01140","Curtafond",771,2014
"01141","Cuzieu",415,2014
"01142","Dagneux",4441,2014
"01143","Divonne-les-Bains",9100,2014
"01145","Dompierre-sur-Veyle",1166,2014
"01146","Dompierre-sur-Chalaronne",416,2014
"01147","Domsure",476,2014
"01148","Dortan",1845,2014
"01149","Douvres",1036,2014
"01150","Drom",222,2014
"01151","Druillat",1150,2014
"01152","Échallon",764,2014
"01153","Échenevex",2158,2014
"01155","Évosges",144,2014
"01156","Faramans",781,2014
"01157","Fareins",2180,2014
"01158","Farges",972,2014
"01159","Feillens",3225,2014
"01160","Ferney-Voltaire",9337,2014
"01162","Flaxieu",65,2014
"01163","Foissiat",2029,2014
"01165","Francheleins",1515,2014
"01166","Frans",2196,2014
"01167","Garnerans",660,2014
"01169","Genouilleux",583,2014
"01170","Béard-Géovreissiat",1011,2014
"01171","Géovreisset",917,2014
"01173","Gex",11141,2014
"01174","Giron",175,2014
"01175","Gorrevod",842,2014
"01177","Grand-Corent",177,2014
"01179","Grièges",1908,2014
"01180","Grilly",786,2014
"01181","Groissiat",1187,2014
"01183","Guéreins",1423,2014
"01184","Hautecourt-Romanèche",793,2014
"01185","Plateau d'Hauteville",5025,2014
"01187","Haut Valromey",701,2014
"01188","Illiat",601,2014
"01189","Injoux-Génissiat",1144,2014
"01190","Innimond",115,2014
"01191","Izenave",173,2014
"01192","Izernore",2294,2014
"01193","Izieu",231,2014
"01194","Jassans-Riottier",6222,2014
"01195","Jasseron",1709,2014
"01196","Jayat",1124,2014
"01197","Journans",356,2014
"01198","Joyeux",276,2014
"01199","Jujurieux",2192,2014
"01200","Labalme",210,2014
"01202","Lagnieu",6953,2014
"01203","Laiz",1191,2014
"01204","Le Poizat-Lalleyriat",699,2014
"01206","Lantenay",262,2014
"01207","Lapeyrouse",341,2014
"01208","Lavours",137,2014
"01209","Léaz",687,2014
"01210","Lélex",238,2014
"01211","Lent",1426,2014
"01212","Lescheroux",708,2014
"01213","Leyment",1248,2014
"01214","Leyssard",152,2014
"01215","Surjoux-Lhopital",122,2014
"01216","Lhuis",884,2014
"01219","Lompnas",166,2014
"01224","Loyettes",3158,2014
"01225","Lurcy",395,2014
"01227","Magnieu",617,2014
"01228","Maillat",639,2014
"01229","Malafretaz",1149,2014
"01230","Mantenay-Montlin",306,2014
"01231","Manziat",1976,2014
"01232","Marboz",2205,2014
"01233","Marchamp",130,2014
"01234","Marignieu",172,2014
"01235","Marlieux",1032,2014
"01236","Marsonnas",987,2014
"01237","Martignat",1573,2014
"01238","Massieux",2482,2014
"01239","Massignieu-de-Rives",635,2014
"01240","Matafelon-Granges",649,2014
"01241","Meillonnas",1310,2014
"01242","Mérignat",124,2014
"01243","Messimy-sur-Saône",1224,2014
"01244","Meximieux",7539,2014
"01245","Bohas-Meyriat-Rignat",884,2014
"01246","Mézériat",2137,2014
"01247","Mijoux",348,2014
"01248","Mionnay",2130,2014
"01249","Miribel",9425,2014
"01250","Misérieux",1877,2014
"01252","Mogneneins",779,2014
"01254","Montagnat",1893,2014
"01255","Montagnieu",584,2014
"01257","Montanges",343,2014
"01258","Montceaux",1211,2014
"01259","Montcet",663,2014
"01260","Le Montellier",272,2014
"01261","Monthieux",655,2014
"01262","Montluel",7036,2014
"01263","Montmerle-sur-Saône",3811,2014
"01264","Montracol",1013,2014
"01265","Montréal-la-Cluse",3409,2014
"01266","Montrevel-en-Bresse",2452,2014
"01267","Nurieux-Volognat",1027,2014
"01268","Murs-et-Gélignieux",253,2014
"01269","Nantua",3534,2014
"01272","Neuville-les-Dames",1494,2014
"01273","Neuville-sur-Ain",1645,2014
"01274","Les Neyrolles",638,2014
"01275","Neyron",2467,2014
"01276","Niévroz",1529,2014
"01277","Nivollet-Montgriffon",119,2014
"01279","Oncieu",96,2014
"01280","Ordonnaz",157,2014
"01281","Ornex",4303,2014
"01282","Outriaz",258,2014
"01283","Oyonnax",22485,2014
"01284","Ozan",659,2014
"01285","Parcieux",1153,2014
"01286","Parves et Nattages",936,2014
"01288","Péron",2489,2014
"01289","Péronnas",6196,2014
"01290","Pérouges",1206,2014
"01291","Perrex",796,2014
"01293","Peyriat",178,2014
"01294","Peyrieu",838,2014
"01295","Peyzieux-sur-Saône",640,2014
"01296","Pirajoux",396,2014
"01297","Pizay",749,2014
"01298","Plagne",123,2014
"01299","Le Plantay",530,2014
"01301","Polliat",2489,2014
"01302","Pollieu",158,2014
"01303","Poncin",1681,2014
"01304","Pont-d'Ain",2801,2014
"01305","Pont-de-Vaux",2290,2014
"01306","Pont-de-Veyle",1595,2014
"01307","Port",846,2014
"01308","Pougny",818,2014
"01309","Pouillat",93,2014
"01310","Prémeyzel",229,2014
"01311","Prémillieu",46,2014
"01313","Prévessin-Moëns",7710,2014
"01314","Priay",1666,2014
"01317","Ramasse",305,2014
"01318","Rancé",703,2014
"01319","Relevant",467,2014
"01320","Replonges",3662,2014
"01321","Revonnas",920,2014
"01322","Reyrieux",4490,2014
"01323","Reyssouze",965,2014
"01325","Rignieux-le-Franc",968,2014
"01328","Romans",600,2014
"01329","Rossillon",146,2014
"01330","Ruffieu",187,2014
"01331","Saint-Alban",171,2014
"01332","Saint-André-de-Bâgé",726,2014
"01333","Saint-André-de-Corcy",3016,2014
"01334","Saint-André-d'Huiriat",557,2014
"01335","Saint-André-le-Bouchoux",368,2014
"01336","Saint-André-sur-Vieux-Jonc",1125,2014
"01337","Saint-Bénigne",1232,2014
"01338","Groslée-Saint-Benoit",1191,2014
"01339","Saint-Bernard",1416,2014
"01342","Sainte-Croix",547,2014
"01343","Saint-Cyr-sur-Menthon",1730,2014
"01344","Saint-Denis-lès-Bourg",5505,2014
"01345","Saint-Denis-en-Bugey",2255,2014
"01346","Saint-Didier-d'Aussiat",890,2014
"01347","Saint-Didier-de-Formans",1853,2014
"01348","Saint-Didier-sur-Chalaronne",2799,2014
"01349","Saint-Éloi",448,2014
"01350","Saint-Étienne-du-Bois",2574,2014
"01351","Saint-Étienne-sur-Chalaronne",1529,2014
"01352","Saint-Étienne-sur-Reyssouze",563,2014
"01353","Sainte-Euphémie",1632,2014
"01354","Saint-Genis-Pouilly",9854,2014
"01355","Saint-Genis-sur-Menthon",473,2014
"01356","Saint-Georges-sur-Renon",219,2014
"01357","Saint-Germain-de-Joux",490,2014
"01358","Saint-Germain-les-Paroisses",417,2014
"01359","Saint-Germain-sur-Renon",232,2014
"01360","Saint-Jean-de-Gonville",1586,2014
"01361","Saint-Jean-de-Niost",1426,2014
"01362","Saint-Jean-de-Thurigneux",784,2014
"01363","Saint-Jean-le-Vieux",1664,2014
"01364","Saint-Jean-sur-Reyssouze",736,2014
"01365","Saint-Jean-sur-Veyle",1090,2014
"01366","Sainte-Julie",962,2014
"01367","Saint-Julien-sur-Reyssouze",731,2014
"01368","Saint-Julien-sur-Veyle",760,2014
"01369","Saint-Just",898,2014
"01370","Saint-Laurent-sur-Saône",1783,2014
"01371","Saint-Marcel",1350,2014
"01372","Saint-Martin-de-Bavel",431,2014
"01373","Saint-Martin-du-Frêne",1088,2014
"01374","Saint-Martin-du-Mont",1757,2014
"01375","Saint-Martin-le-Châtel",804,2014
"01376","Saint-Maurice-de-Beynost",3962,2014
"01378","Saint-Maurice-de-Gourdans",2461,2014
"01379","Saint-Maurice-de-Rémens",744,2014
"01380","Saint-Nizier-le-Bouchoux",685,2014
"01381","Saint-Nizier-le-Désert",909,2014
"01382","Sainte-Olive",291,2014
"01383","Saint-Paul-de-Varax",1464,2014
"01384","Saint-Rambert-en-Bugey",2265,2014
"01385","Saint-Rémy",984,2014
"01386","Saint-Sorlin-en-Bugey",1110,2014
"01387","Saint-Sulpice",214,2014
"01388","Saint-Trivier-de-Courtes",1099,2014
"01389","Saint-Trivier-sur-Moignans",1848,2014
"01390","Saint-Vulbas",1126,2014
"01391","Salavre",293,2014
"01392","Samognat",668,2014
"01393","Sandrans",514,2014
"01396","Sault-Brénaz",1010,2014
"01397","Sauverny",1048,2014
"01398","Savigneux",1268,2014
"01399","Ségny",1923,2014
"01400","Seillonnaz",139,2014
"01401","Sergy",2022,2014
"01402","Sermoyer",699,2014
"01403","Serrières-de-Briord",1286,2014
"01404","Serrières-sur-Ain",125,2014
"01405","Servas",1206,2014
"01406","Servignat",174,2014
"01407","Seyssel",981,2014
"01408","Simandre-sur-Suran",694,2014
"01410","Sonthonnax-la-Montagne",322,2014
"01411","Souclin",265,2014
"01412","Sulignat",558,2014
"01415","Talissieu",439,2014
"01416","Tenay",1050,2014
"01418","Thil",1041,2014
"01419","Thoiry",6061,2014
"01420","Thoissey",1671,2014
"01421","Torcieu",732,2014
"01422","Tossiat",1366,2014
"01423","Toussieux",824,2014
"01424","Tramoyes",1665,2014
"01425","La Tranclière",295,2014
"01426","Val-Revermont",2549,2014
"01427","Trévoux",6702,2014
"01428","Valeins",133,2014
"01429","Vandeins",678,2014
"01430","Varambon",531,2014
"01431","Vaux-en-Bugey",1219,2014
"01432","Verjon",261,2014
"01433","Vernoux",322,2014
"01434","Versailleux",397,2014
"01435","Versonnex",2170,2014
"01436","Vesancy",515,2014
"01437","Vescours",246,2014
"01439","Vésines",100,2014
"01441","Vieu-d'Izenave",683,2014
"01443","Villars-les-Dombes",4447,2014
"01444","Villebois",1162,2014
"01445","Villemotier",664,2014
"01446","Villeneuve",1427,2014
"01447","Villereversure",1260,2014
"01448","Villes",356,2014
"01449","Villette-sur-Ain",704,2014
"01450","Villieu-Loyes-Mollon",3429,2014
"01451","Viriat",6250,2014
"01452","Virieu-le-Grand",1075,2014
"01453","Arvière-en-Valromey",715,2014
"01454","Virignin",1054,2014
"01456","Vongnes",71,2014
"01457","Vonnas",2922,2014
"02001","Abbécourt",510,2014
"02002","Achery",614,2014
"02003","Acy",1013,2014
"02004","Agnicourt-et-Séchelles",189,2014
"02005","Aguilcourt",405,2014
"02006","Aisonville-et-Bernoville",256,2014
"02007","Aizelles",119,2014
"02008","Aizy-Jouy",299,2014
"02009","Alaincourt",538,2014
"02010","Allemant",170,2014
"02011","Ambleny",1145,2014
"02012","Ambrief",71,2014
"02013","Amifontaine",413,2014
"02014","Amigny-Rouy",741,2014
"02015","Ancienville",79,2014
"02016","Andelain",218,2014
"02017","Anguilcourt-le-Sart",308,2014
"02018","Anizy-le-Grand",2513,2014
"02019","Annois",379,2014
"02020","Any-Martin-Rieux",460,2014
"02021","Archon",85,2014
"02022","Arcy-Sainte-Restitue",403,2014
"02023","Armentières-sur-Ourcq",106,2014
"02024","Arrancy",54,2014
"02025","Artemps",366,2014
"02027","Assis-sur-Serre",234,2014
"02028","Athies-sous-Laon",2607,2014
"02029","Attilly",373,2014
"02030","Aubencheul-aux-Bois",292,2014
"02031","Aubenton",662,2014
"02032","Aubigny-aux-Kaisnes",242,2014
"02033","Aubigny-en-Laonnois",108,2014
"02034","Audignicourt",102,2014
"02035","Audigny",284,2014
"02036","Augy",87,2014
"02037","Aulnois-sous-Laon",1429,2014
"02038","Les Autels",69,2014
"02039","Autremencourt",170,2014
"02040","Autreppes",178,2014
"02041","Autreville",829,2014
"02042","Azy-sur-Marne",401,2014
"02043","Bagneux",71,2014
"02044","Bancigny",27,2014
"02046","Barenton-Bugny",551,2014
"02047","Barenton-Cel",126,2014
"02048","Barenton-sur-Serre",121,2014
"02049","Barisis-aux-Bois",739,2014
"02050","Barzy-en-Thiérache",318,2014
"02051","Barzy-sur-Marne",384,2014
"02052","Bassoles-Aulers",147,2014
"02053","Vallées en Champagne",558,2014
"02054","Bazoches-sur-Vesles",468,2014
"02055","Beaumé",98,2014
"02056","Beaumont-en-Beine",170,2014
"02057","Beaurevoir",1452,2014
"02058","Beaurieux",800,2014
"02059","Beautor",2695,2014
"02060","Beauvois-en-Vermandois",282,2014
"02061","Becquigny",282,2014
"02062","Belleau",139,2014
"02063","Bellenglise",387,2014
"02064","Belleu",3820,2014
"02065","Bellicourt",624,2014
"02066","Benay",211,2014
"02067","Bergues-sur-Sambre",214,2014
"02068","Berlancourt",110,2014
"02069","Berlise",120,2014
"02070","Bernot",444,2014
"02071","Berny-Rivière",640,2014
"02072","Berrieux",189,2014
"02073","Berry-au-Bac",613,2014
"02074","Bertaucourt-Epourdon",618,2014
"02075","Berthenicourt",202,2014
"02076","Bertricourt",174,2014
"02077","Berzy-le-Sec",401,2014
"02078","Besmé",152,2014
"02079","Besmont",165,2014
"02080","Besny-et-Loizy",361,2014
"02081","Béthancourt-en-Vaux",509,2014
"02082","Beugneux",108,2014
"02083","Beuvardes",721,2014
"02084","Bézu-le-Guéry",259,2014
"02085","Bézu-Saint-Germain",1022,2014
"02086","Bichancourt",1076,2014
"02087","Bieuxy",30,2014
"02088","Bièvres",72,2014
"02089","Billy-sur-Aisne",1154,2014
"02090","Billy-sur-Ourcq",215,2014
"02091","Blanzy-lès-Fismes",108,2014
"02093","Blérancourt",1231,2014
"02094","Blesmes",418,2014
"02095","Bohain-en-Vermandois",5659,2014
"02096","Bois-lès-Pargny",197,2014
"02097","Boncourt",259,2014
"02098","Bonneil",380,2014
"02099","Bonnesvalyn",241,2014
"02100","Bony",134,2014
"02101","Bosmont-sur-Serre",201,2014
"02102","Bouconville-Vauclair",199,2014
"02103","Boué",1290,2014
"02104","Bouffignereux",102,2014
"02105","Bouresches",201,2014
"02106","Bourg-et-Comin",837,2014
"02107","Bourguignon-sous-Coucy",101,2014
"02108","Bourguignon-sous-Montbavin",149,2014
"02109","La Bouteille",495,2014
"02110","Braine",2267,2014
"02111","Brancourt-en-Laonnois",709,2014
"02112","Brancourt-le-Grand",597,2014
"02114","Brasles",1394,2014
"02115","Braye-en-Laonnois",222,2014
"02116","Braye-en-Thiérache",136,2014
"02117","Bray-Saint-Christophe",70,2014
"02118","Braye",119,2014
"02119","Brécy",345,2014
"02120","Brenelle",197,2014
"02121","Breny",256,2014
"02122","Brie",55,2014
"02123","Brissay-Choigny",293,2014
"02124","Brissy-Hamégicourt",652,2014
"02125","Brumetz",216,2014
"02126","Brunehamel",510,2014
"02127","Bruyères-sur-Fère",189,2014
"02128","Bruyères-et-Montbérault",1545,2014
"02129","Bruys",20,2014
"02130","Bucilly",180,2014
"02131","Bucy-le-Long",1904,2014
"02132","Bucy-lès-Cerny",213,2014
"02133","Bucy-lès-Pierrepont",421,2014
"02134","Buire",878,2014
"02135","Buironfosse",1180,2014
"02136","Burelles",131,2014
"02137","Bussiares",133,2014
"02138","Buzancy",187,2014
"02139","Caillouël-Crépigny",433,2014
"02140","Camelin",455,2014
"02141","La Capelle",1838,2014
"02142","Castres",242,2014
"02143","Le Catelet",199,2014
"02144","Caulaincourt",139,2014
"02145","Caumont",564,2014
"02146","Celles-lès-Condé",82,2014
"02148","Celles-sur-Aisne",259,2014
"02149","Cerizy",65,2014
"02150","Cerny-en-Laonnois",69,2014
"02151","Cerny-lès-Bucy",113,2014
"02152","Cerseuil",91,2014
"02153","Cessières-Suzy",777,2014
"02154","Chacrise",354,2014
"02155","Chaillevois",179,2014
"02156","Chalandry",244,2014
"02157","Chambry",800,2014
"02158","Chamouille",288,2014
"02159","Champs",284,2014
"02160","Chaourse",530,2014
"02162","La Chapelle-sur-Chézy",286,2014
"02163","Charly-sur-Marne",2672,2014
"02164","Le Charmel",321,2014
"02165","Charmes",1624,2014
"02166","Chartèves",348,2014
"02167","Chassemy",869,2014
"02168","Château-Thierry",14546,2014
"02169","Châtillon-lès-Sons",88,2014
"02170","Châtillon-sur-Oise",127,2014
"02171","Chaudardes",86,2014
"02172","Chaudun",252,2014
"02173","Chauny",11897,2014
"02174","Chavignon",806,2014
"02175","Chavigny",137,2014
"02176","Chavonne",205,2014
"02177","Chérêt",137,2014
"02178","Chermizy-Ailles",111,2014
"02179","Chéry-Chartreuve",371,2014
"02180","Chéry-lès-Pouilly",696,2014
"02181","Chéry-lès-Rozoy",97,2014
"02182","Chevennes",140,2014
"02183","Chevregny",196,2014
"02184","Chevresis-Monceau",369,2014
"02185","Chézy-en-Orxois",405,2014
"02186","Chézy-sur-Marne",1320,2014
"02187","Chierry",1065,2014
"02188","Chigny",144,2014
"02189","Chivres-en-Laonnois",381,2014
"02190","Chivres-Val",568,2014
"02191","Chivy-lès-Étouvelles",502,2014
"02192","Chouy",380,2014
"02193","Cierges",71,2014
"02194","Cilly",218,2014
"02195","Ciry-Salsogne",907,2014
"02196","Clacy-et-Thierret",326,2014
"02197","Clairfontaine",563,2014
"02198","Clamecy",222,2014
"02199","Clastres",641,2014
"02200","Clermont-les-Fermes",123,2014
"02201","Cœuvres-et-Valsery",458,2014
"02203","Coincy",1332,2014
"02204","Coingt",70,2014
"02205","Colligis-Crandelain",217,2014
"02206","Colonfay",83,2014
"02207","Commenchon",208,2014
"02208","Concevreux",278,2014
"02209","Condé-en-Brie",658,2014
"02210","Condé-sur-Aisne",371,2014
"02211","Condé-sur-Suippe",237,2014
"02212","Condren",723,2014
"02213","Connigis",320,2014
"02214","Contescourt",63,2014
"02215","Corbeny",738,2014
"02216","Corcy",316,2014
"02217","Coucy-le-Château-Auffrique",1041,2014
"02218","Coucy-lès-Eppes",619,2014
"02219","Coucy-la-Ville",212,2014
"02220","Coulonges-Cohan",437,2014
"02221","Coupru",171,2014
"02222","Courbes",31,2014
"02223","Courboin",303,2014
"02224","Courcelles-sur-Vesle",366,2014
"02225","Courchamps",95,2014
"02226","Courmelles",1786,2014
"02227","Courmont",134,2014
"02228","Courtemont-Varennes",293,2014
"02229","Courtrizy-et-Fussigny",65,2014
"02230","Couvrelles",188,2014
"02231","Couvron-et-Aumencourt",901,2014
"02232","Coyolles",362,2014
"02233","Cramaille",129,2014
"02234","Craonne",79,2014
"02235","Craonnelle",113,2014
"02236","Crécy-au-Mont",339,2014
"02237","Crécy-sur-Serre",1487,2014
"02238","Crépy",1946,2014
"02239","Crézancy",1199,2014
"02240","Croix-Fonsomme",240,2014
"02241","La Croix-sur-Ourcq",113,2014
"02242","Crouttes-sur-Marne",638,2014
"02243","Crouy",2857,2014
"02244","Crupilly",74,2014
"02245","Cuffies",1810,2014
"02246","Cugny",589,2014
"02248","Cuirieux",160,2014
"02249","Cuiry-Housse",111,2014
"02250","Cuiry-lès-Chaudardes",71,2014
"02251","Cuiry-lès-Iviers",29,2014
"02252","Cuissy-et-Geny",63,2014
"02253","Cuisy-en-Almont",345,2014
"02254","Cutry",125,2014
"02255","Cys-la-Commune",145,2014
"02256","Dagny-Lambercy",133,2014
"02257","Dallon",429,2014
"02258","Dammard",401,2014
"02259","Dampleux",404,2014
"02260","Danizy",588,2014
"02261","Dercy",388,2014
"02262","Deuillet",223,2014
"02263","Dhuizel",114,2014
"02264","Dizy-le-Gros",760,2014
"02265","Dohis",100,2014
"02266","Dolignon",52,2014
"02267","Dommiers",291,2014
"02268","Domptin",665,2014
"02269","Dorengt",155,2014
"02270","Douchy",157,2014
"02271","Dravegny",147,2014
"02272","Droizy",71,2014
"02273","Dury",209,2014
"02274","Ébouleau",212,2014
"02275","Effry",336,2014
"02276","Englancourt",138,2014
"02277","Épagny",333,2014
"02278","Éparcy",38,2014
"02279","Épaux-Bézu",570,2014
"02280","Épieds",384,2014
"02281","L'Épine-aux-Bois",264,2014
"02282","Eppes",416,2014
"02283","Erlon",290,2014
"02284","Erloy",85,2014
"02286","Esquéhéries",846,2014
"02287","Essigny-le-Grand",1073,2014
"02288","Essigny-le-Petit",361,2014
"02289","Essises",436,2014
"02290","Essômes-sur-Marne",2781,2014
"02291","Estrées",414,2014
"02292","Étampes-sur-Marne",1217,2014
"02293","Étaves-et-Bocquiaux",591,2014
"02294","Étouvelles",213,2014
"02295","Étréaupont",907,2014
"02296","Étreillers",1196,2014
"02297","Étrépilly",102,2014
"02298","Étreux",1480,2014
"02299","Évergnicourt",579,2014
"02302","Faverolles",309,2014
"02303","Fayet",685,2014
"02304","La Fère",2847,2014
"02305","Fère-en-Tardenois",3191,2014
"02306","La Ferté-Chevresis",565,2014
"02307","La Ferté-Milon",2147,2014
"02308","Fesmy-le-Sart",507,2014
"02309","Festieux",657,2014
"02310","Fieulaine",277,2014
"02311","Filain",133,2014
"02312","La Flamengrie",1191,2014
"02313","Flavigny-le-Grand-et-Beaurain",474,2014
"02315","Flavy-le-Martel",1659,2014
"02316","Fleury",137,2014
"02317","Fluquières",217,2014
"02318","Folembray",1414,2014
"02319","Fonsomme",501,2014
"02320","Fontaine-lès-Clercs",271,2014
"02321","Fontaine-lès-Vervins",938,2014
"02322","Fontaine-Notre-Dame",400,2014
"02323","Fontaine-Uterte",127,2014
"02324","Fontenelle",272,2014
"02326","Fontenoy",495,2014
"02327","Foreste",177,2014
"02328","Fossoy",553,2014
"02329","Fourdrain",421,2014
"02330","Francilly-Selency",428,2014
"02331","Franqueville",126,2014
"02332","Fresnes-en-Tardenois",268,2014
"02333","Fresnes-sous-Coucy",159,2014
"02334","Fresnoy-le-Grand",2973,2014
"02335","Fressancourt",201,2014
"02336","Frières-Faillouël",1010,2014
"02337","Froidestrées",195,2014
"02338","Froidmont-Cohartille",262,2014
"02339","Gandelu",691,2014
"02340","Gauchy",5343,2014
"02341","Gercy",291,2014
"02342","Gergny",135,2014
"02343","Germaine",77,2014
"02345","Gibercourt",45,2014
"02346","Gizy",676,2014
"02347","Gland",457,2014
"02349","Goudelancourt-lès-Berrieux",51,2014
"02350","Goudelancourt-lès-Pierrepont",149,2014
"02351","Goussancourt",122,2014
"02352","Gouy",577,2014
"02353","Grandlup-et-Fay",305,2014
"02354","Grandrieux",96,2014
"02355","Gricourt",989,2014
"02356","Grisolles",220,2014
"02357","Gronard",77,2014
"02358","Grougis",373,2014
"02359","Grugies",1263,2014
"02360","Villeneuve-sur-Aisne",2625,2014
"02361","Guise",5014,2014
"02362","Guivry",255,2014
"02363","Guny",431,2014
"02364","Guyencourt",226,2014
"02366","Hannapes",308,2014
"02367","Happencourt",142,2014
"02368","Haramont",583,2014
"02369","Harcigny",248,2014
"02370","Hargicourt",581,2014
"02371","Harly",1661,2014
"02372","Hartennes-et-Taux",390,2014
"02373","Hary",225,2014
"02374","Lehaucourt",905,2014
"02375","Hautevesnes",169,2014
"02376","Hauteville",166,2014
"02377","Haution",152,2014
"02378","La Hérie",153,2014
"02379","Le Hérie-la-Viéville",236,2014
"02380","Hinacourt",30,2014
"02381","Hirson",9336,2014
"02382","Holnon",1415,2014
"02383","Homblières",1492,2014
"02384","Houry",49,2014
"02385","Housset",159,2014
"02386","Iron",242,2014
"02387","Itancourt",1052,2014
"02388","Iviers",220,2014
"02389","Jaulgonne",644,2014
"02390","Jeancourt",275,2014
"02391","Jeantes",218,2014
"02392","Joncourt",310,2014
"02393","Jouaignes",147,2014
"02395","Jumencourt",158,2014
"02396","Jumigny",63,2014
"02397","Jussy",1217,2014
"02398","Juvigny",286,2014
"02399","Juvincourt-et-Damary",576,2014
"02400","Laffaux",150,2014
"02401","Laigny",204,2014
"02402","Lanchy",43,2014
"02403","Landifay-et-Bertaignemont",280,2014
"02404","Landouzy-la-Cour",192,2014
"02405","Landouzy-la-Ville",591,2014
"02406","Landricourt",139,2014
"02407","Laniscourt",172,2014
"02408","Laon",25282,2014
"02409","Lappion",290,2014
"02410","Largny-sur-Automne",252,2014
"02411","Latilly",213,2014
"02412","Launoy",100,2014
"02413","Laval-en-Laonnois",250,2014
"02414","Lavaqueresse",211,2014
"02415","Laversine",165,2014
"02416","Lemé",442,2014
"02417","Lempire",94,2014
"02418","Lerzy",208,2014
"02419","Leschelle",279,2014
"02420","Lesdins",831,2014
"02421","Lesges",87,2014
"02422","Lesquielles-Saint-Germain",813,2014
"02423","Leuilly-sous-Coucy",393,2014
